"gc","map"
0.610858,0.968421
0.646999,0.966036
0.637048,0.970502
0.624656,0.971044
0.616581,0.969857
0.637447,0.967781
0.642765,0.976875
0.647394,0.978068
0.616912,0.969215
0.619279,0.978609
0.64563,0.97972
0.655613,0.972743
0.641598,0.977241
0.6314,0.97217
0.630541,0.973409
0.629322,0.967647
0.636258,0.968765
0.647786,0.972991
0.640672,0.968766
0.598133,0.974683
0.52581,0.923391
0.563326,0.945942
0.578054,0.95309
0.570132,0.960981
0.554668,0.982805
0.611953,0.971651
0.589336,0.970206
0.587869,0.964053
0.625967,0.968848
0.612029,0.974885
0.576809,0.945168
0.561886,0.953575
0.562172,0.937764
0.582999,0.964705
0.581123,0.963372
0.558493,0.933469
0.610318,0.946148
0.638706,0.969784
0.640704,0.966955
0.627361,0.972701
0.577566,0.955807
0.529435,0.921957
0.55499,0.88119
0.50229,0.970555
0.570945,0.896402
0.585005,0.926811
0.561414,0.937355
0.519134,0.974074
0.561678,0.968802
0.499299,0.957954
0.517384,0.959738
0.530166,0.954753
0.509875,0.920843
0.516046,0.956231
0.578614,0.963167
0.609066,0.972971
0.621281,0.983626
0.622341,0.980778
0.569301,0.962691
0.520591,0.652664
0.562922,0.925436
0.581432,0.961692
